Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
bmw,2007,nigerian used,89287,3000,petrol,automatic,2625000.0,SUV
toyota,2007,nigerian used,185183,24,petrol,automatic,1995000.0,
nissan,2010,nigerian used,74627,2000,petrol,cvt,1260000.0,
honda,2014,foreign used,86101,2400,petrol,automatic,6760000.0,
honda,2005,nigerian used,463190,2000,petrol,automatic,1260000.0,
hyundai,2013,foreign used,98399,2400,petrol,automatic,4680000.0,
kia,2010,nigerian used,259460,2400,petrol,automatic,1995000.0,SUV
nissan,2002,nigerian used,344772,2500,petrol,automatic,1155000.0,
nissan,2010,nigerian used,161352,1600,petrol,manual,1050000.0,
toyota,2006,foreign used,296165,2700,petrol,automatic,6090000.0,
nissan,2008,nigerian used,145037,2500,petrol,automatic,1032500.0,
audi,2004,foreign used,195251,3200,petrol,automatic,2100000.0,
toyota,2003,nigerian used,110191,1800,petrol,automatic,1680000.0,
lexus,2017,foreign used,41905,3500,petrol,automatic,27040000.0,SUV
peugeot,2007,nigerian used,129314,1400,petrol,manual,1352000.0,
honda,2007,nigerian used,249735,3000,petrol,automatic,1050000.0,
toyota,2004,nigerian used,327474,2000,petrol,automatic,3360000.0,
toyota,2001,nigerian used,266522,2200,petrol,automatic,1352000.0,
bmw,2009,nigerian used,221419,3500,petrol,automatic,2310000.0,
bmw,2008,nigerian used,128357,2500,petrol,automatic,2698000.0,
toyota,2003,nigerian used,193901,1800,petrol,automatic,1522500.0,
honda,2004,nigerian used,276927,2400,petrol,automatic,1155000.0,
toyota,2002,nigerian used,256033,3000,petrol,automatic,1050000.0,
honda,2006,nigerian used,141093,2400,petrol,automatic,1212750.0,
volkswagen,2004,nigerian used,94415,2500,petrol,automatic,2080000.0,SUV
toyota,2003,nigerian used,193901,1800,petrol,automatic,1522500.0,
bmw,2005,nigerian used,164468,1800,petrol,automatic,1365000.0,
bmw,2009,nigerian used,221419,3500,petrol,automatic,2310000.0,
honda,2004,nigerian used,212513,2400,petrol,automatic,1560000.0,
honda,2007,nigerian used,343819,3000,petrol,automatic,1560000.0,
nissan,2010,nigerian used,161352,1600,petrol,manual,1050000.0,
lexus,2007,foreign used,270786,3500,petrol,automatic,6344000.0,
toyota,2008,nigerian used,172326,2500,petrol,automatic,1763777.0,
toyota,2004,foreign used,342884,1800,petrol,automatic,3125000.0,
audi,2009,nigerian used,99833,2000,petrol,automatic,1995000.0,
toyota,2005,nigerian used,161329,2400,petrol,automatic,1575000.0,
infiniti,2008,nigerian used,77772,3500,petrol,automatic,1942500.0,
gmc,2012,foreign used,89897,2400,petrol,automatic,5775000.0,SUV
mercedes-benz,2008,nigerian used,238074,3000,petrol,automatic,2730000.0,
honda,2007,nigerian used,249735,3000,petrol,automatic,1050000.0,
honda,2009,nigerian used,96777,3500,petrol,automatic,1575000.0,
nissan,2003,foreign used,205762,1800,petrol,manual,1890000.0,
honda,2011,nigerian used,87400,2400,petrol,automatic,2704000.0,
toyota,2006,nigerian used,146907,1800,petrol,automatic,1890000.0,
honda,2004,nigerian used,212513,2400,petrol,automatic,1560000.0,
mercedes-benz,2006,nigerian used,261540,3000,diesel,automatic,1785000.0,
mercedes-benz,2010,nigerian used,199738,3000,petrol,automatic,2835000.0,
mercedes-benz,2008,nigerian used,1,2000,petrol,automatic,1365000.0,
honda,2007,nigerian used,343819,3000,petrol,automatic,1560000.0,
toyota,2005,nigerian used,161329,2400,petrol,automatic,1575000.0,
toyota,2003,nigerian used,299742,2400,petrol,automatic,1768000.0,
infiniti,2005,nigerian used,133457,5600,petrol,automatic,3150000.0,SUV
volkswagen,2006,nigerian used,141407,2000,petrol,automatic,1470000.0,
toyota,2004,foreign used,200451,3000,petrol,automatic,2704000.0,
mercedes-benz,2008,foreign used,240272,2200,petrol,automatic,2940000.0,
toyota,2001,nigerian used,346626,2200,petrol,automatic,1150000.0,
peugeot,2007,nigerian used,129314,1400,petrol,manual,1352000.0,
honda,2005,nigerian used,463190,2000,petrol,automatic,1260000.0,
mercedes-benz,2001,nigerian used,334919,2000,petrol,automatic,1680000.0,
honda,2004,nigerian used,276927,2400,petrol,automatic,1155000.0,
volkswagen,2009,nigerian used,115245,2000,petrol,automatic,1470000.0,
ford,2011,foreign used,136857,2500,petrol,automatic,1260000.0,SUV
toyota,2007,foreign used,193381,1800,petrol,manual,1995000.0,
honda,2005,nigerian used,229049,2400,petrol,automatic,1155000.0,
mazda,1997,foreign used,298736,1500,petrol,manual,1575000.0,
toyota,2001,nigerian used,165585,2200,petrol,automatic,1196000.0,
audi,2004,foreign used,195251,3200,petrol,automatic,2100000.0,
mercedes-benz,2008,nigerian used,219148,2500,petrol,automatic,2026000.0,
lexus,1999,nigerian used,404250,3000,petrol,automatic,2080000.0,SUV
honda,2003,nigerian used,150817,24,electric,automatic,1456000.0,
honda,2008,nigerian used,120089,3500,petrol,automatic,1575000.0,
toyota,2003,nigerian used,299742,2400,petrol,automatic,1768000.0,
mercedes-benz,2003,nigerian used,57894,1800,petrol,automatic,1260000.0,
toyota,2006,nigerian used,146907,1800,petrol,automatic,1890000.0,
honda,2003,nigerian used,258793,2400,petrol,automatic,950000.0,
kia,2011,nigerian used,166988,1400,petrol,manual,1260000.0,
toyota,2005,nigerian used,83572,2400,petrol,automatic,1560000.0,
peugeot,2008,nigerian used,459846,1900,petrol,manual,2310000.0,
volkswagen,2006,nigerian used,141407,2000,petrol,automatic,1470000.0,
lexus,2000,nigerian used,333387,3000,petrol,automatic,1470000.0,SUV
honda,2005,nigerian used,470072,2400,petrol,automatic,1050000.0,
honda,2005,nigerian used,8055,3000,petrol,automatic,1050000.0,
peugeot,2004,nigerian used,122332,1800,petrol,manual,1248000.0,
audi,2010,foreign used,159339,3200,petrol,automatic,6300000.0,SUV
peugeot,2014,nigerian used,66988,2400,petrol,automatic,3885000.0,
nissan,2011,nigerian used,161352,1800,petrol,manual,1050000.0,
audi,2006,foreign used,256169,4100,petrol,automatic,3150000.0,
toyota,2007,nigerian used,185183,24,petrol,automatic,1995000.0,
honda,2003,foreign used,165951,2000,petrol,manual,1260000.0,
honda,1998,nigerian used,103161,2300,petrol,automatic,1040000.0,
honda,2005,nigerian used,230250,2500,petrol,automatic,1716000.0,
toyota,2013,nigerian used,341049,2500,petrol,automatic,4784000.0,
honda,2000,nigerian used,108559,3500,petrol,automatic,1040000.0,
peugeot,2008,nigerian used,224387,1500,petrol,manual,1050000.0,
nissan,2011,nigerian used,164437,2000,petrol,automatic,1260000.0,
toyota,2004,nigerian used,299999,2000,petrol,automatic,1680000.0,
mercedes-benz,2006,nigerian used,261540,3000,diesel,automatic,1785000.0,
audi,2000,nigerian used,198852,2400,petrol,automatic,1260000.0,
pontiac,2004,nigerian used,269821,3400,petrol,automatic,1470000.0,
honda,2007,foreign used,387617,3500,petrol,automatic,2690000.0,
honda,2000,nigerian used,108559,3500,petrol,automatic,1040000.0,
peugeot,2014,nigerian used,66988,2400,petrol,automatic,3885000.0,
toyota,2003,foreign used,299999,1800,petrol,automatic,2520000.0,
mercedes-benz,2004,nigerian used,1755,1800,petrol,manual,1470000.0,
mercedes-benz,2011,foreign used,129709,5500,petrol,automatic,13275000.0,SUV
lexus,2007,nigerian used,169032,3300,hybrid,automatic,1575000.0,SUV
toyota,2004,foreign used,342884,1800,petrol,automatic,3125000.0,
ford,2007,nigerian used,219958,3500,petrol,automatic,2025000.0,SUV
mitsubishi,2008,nigerian used,70000,3800,petrol,automatic,1050000.0,SUV
volkswagen,2008,nigerian used,1052,2500,petrol,automatic,2935000.0,
honda,2005,nigerian used,325017,3000,petrol,automatic,1155000.0,
volkswagen,2009,nigerian used,71019,1600,petrol,automatic,1260000.0,
nissan,2005,nigerian used,103863,16000,petrol,automatic,1050000.0,
kia,2008,nigerian used,187762,2500,petrol,automatic,1802000.0,
lexus,1999,nigerian used,404250,3000,petrol,automatic,2080000.0,SUV
toyota,2008,nigerian used,107240,3500,petrol,automatic,1680000.0,
kia,2008,nigerian used,187762,2500,petrol,automatic,1802000.0,
nissan,2014,nigerian used,101533,1500,petrol,manual,1312500.0,
lexus,2007,nigerian used,169032,3300,hybrid,automatic,1575000.0,SUV
hyundai,2007,nigerian used,360863,2000,petrol,manual,1050000.0,
toyota,2010,nigerian used,324856,1300,petrol,amt,2677500.0,
toyota,2005,nigerian used,122205,1800,petrol,automatic,1976000.0,
toyota,2005,foreign used,335975,1800,petrol,automatic,3150000.0,
ford,2005,nigerian used,380311,2000,petrol,manual,1050000.0,
volkswagen,2006,nigerian used,241123,2500,petrol,automatic,1260000.0,
honda,2000,nigerian used,413686,2000,petrol,automatic,1144000.0,
hyundai,2013,nigerian used,71661,1600,petrol,manual,1680000.0,
ford,2008,nigerian used,131240,2500,petrol,automatic,2698000.0,
bmw,2004,nigerian used,161352,3000,petrol,automatic,1050000.0,
kia,2014,nigerian used,86527,1600,petrol,automatic,3150000.0,
toyota,2005,foreign used,299999,1800,petrol,automatic,2730000.0,
toyota,2009,nigerian used,179779,1800,petrol,manual,1575000.0,
toyota,2006,foreign used,273023,2000,petrol,automatic,1942500.0,
hyundai,2021,nigerian used,764,1200,petrol,automatic,6825000.0,
honda,2003,nigerian used,305644,3500,petrol,automatic,1456000.0,SUV
pontiac,2003,nigerian used,110946,1800,petrol,automatic,2600000.0,
peugeot,2004,foreign used,176687,2400,petrol,automatic,1785000.0,
toyota,2004,nigerian used,180712,2400,petrol,automatic,1365000.0,
volkswagen,2009,nigerian used,71019,1600,petrol,automatic,1260000.0,
toyota,2001,nigerian used,219863,3000,petrol,automatic,1155000.0,
honda,2006,nigerian used,248222,2400,petrol,automatic,1664000.0,
pontiac,2003,nigerian used,273251,1800,petrol,automatic,2392000.0,
mercedes-benz,2004,nigerian used,1755,1800,petrol,manual,1470000.0,
toyota,2010,nigerian used,319436,1800,petrol,automatic,1890000.0,
toyota,2004,nigerian used,482800,1800,petrol,automatic,1785000.0,
ford,2001,nigerian used,158093,1400,petrol,manual,1050000.0,
honda,2006,nigerian used,248222,2400,petrol,automatic,1664000.0,
ford,2008,nigerian used,131240,2500,petrol,automatic,2698000.0,
toyota,2004,nigerian used,482800,1800,petrol,automatic,1785000.0,
opel,1999,nigerian used,216343,1800,petrol,manual,1470000.0,SUV
honda,2008,nigerian used,290798,2400,petrol,automatic,1470000.0,
ford,2002,nigerian used,279391,2000,petrol,automatic,1050000.0,
honda,2003,nigerian used,305644,3500,petrol,automatic,1456000.0,SUV
audi,2011,nigerian used,50930,2000,petrol,manual,3360000.0,
toyota,2004,foreign used,109587,2400,petrol,automatic,2320000.0,
toyota,2005,foreign used,299999,1800,petrol,automatic,2730000.0,
nissan,2015,nigerian used,88572,2400,petrol,automatic,1470000.0,
honda,2008,nigerian used,318649,3500,petrol,automatic,1155000.0,
honda,2005,nigerian used,200956,2400,petrol,automatic,1352000.0,
honda,2000,nigerian used,413686,2000,petrol,automatic,1144000.0,
opel,2001,foreign used,117508,1600,petrol,manual,1942500.0,
nissan,2003,nigerian used,184375,1500,petrol,manual,1260000.0,
toyota,2004,nigerian used,280892,3000,petrol,automatic,1050000.0,
honda,2008,nigerian used,116346,3500,petrol,automatic,1785000.0,
lexus,2001,nigerian used,278388,3000,petrol,automatic,1050000.0,
volvo,2004,nigerian used,567302,2500,petrol,automatic,1890000.0,SUV
toyota,2002,nigerian used,294045,2400,petrol,automatic,1352000.0,
toyota,2005,nigerian used,272020,1800,petrol,manual,1575000.0,
mercedes-benz,2005,nigerian used,352743,1800,petrol,automatic,1160000.0,
mercedes-benz,2009,nigerian used,7893,3000,petrol,automatic,3937500.0,
toyota,2008,nigerian used,482800,1800,petrol,automatic,1575000.0,
toyota,2005,nigerian used,381750,2400,petrol,automatic,1365000.0,
honda,2007,nigerian used,236581,2400,petrol,automatic,1560000.0,
toyota,2003,nigerian used,299999,1800,petrol,automatic,1785000.0,
lexus,2012,nigerian used,128484,3500,petrol,automatic,8320000.0,SUV
honda,2005,nigerian used,200956,2400,petrol,automatic,1352000.0,
ford,2011,foreign used,113188,3500,petrol,automatic,4162500.0,SUV
audi,2019,nigerian used,24577,5500,petrol,automatic,49350000.0,SUV
lexus,2012,nigerian used,128484,3500,petrol,automatic,8320000.0,SUV
toyota,2005,nigerian used,381750,2400,petrol,automatic,1365000.0,
nissan,2015,nigerian used,88572,2400,petrol,automatic,1470000.0,
honda,2003,nigerian used,257112,2000,petrol,automatic,1248000.0,
honda,2006,nigerian used,392030,2400,petrol,automatic,1470000.0,
kia,2011,nigerian used,24798,3800,petrol,automatic,4200000.0,SUV
toyota,2003,nigerian used,157097,4700,petrol,automatic,2860000.0,SUV
toyota,2004,nigerian used,280892,3000,petrol,automatic,1050000.0,
opel,2001,foreign used,117508,1600,petrol,manual,1942500.0,
honda,2015,nigerian used,87381,1800,petrol,manual,3675000.0,
opel,2008,nigerian used,255556,2500,petrol,manual,2026000.0,
toyota,2003,nigerian used,426260,2400,petrol,automatic,3120000.0,
bmw,2008,nigerian used,161352,2500,petrol,automatic,1522000.0,
mercedes-benz,2010,foreign used,161352,3500,petrol,automatic,6750000.0,
honda,2006,nigerian used,218213,3500,petrol,automatic,1260000.0,
nissan,2003,nigerian used,270851,2500,petrol,automatic,1050000.0,SUV
honda,2008,nigerian used,318649,3500,petrol,automatic,1155000.0,
honda,2012,nigerian used,13226,1800,petrol,automatic,3120000.0,
toyota,2002,nigerian used,166867,2500,petrol,automatic,1352000.0,
peugeot,2002,foreign used,158771,1600,petrol,manual,1470000.0,
toyota,2008,nigerian used,171058,2500,petrol,automatic,4490000.0,
opel,2000,nigerian used,419605,1800,petrol,automatic,1260000.0,SUV
mazda,2009,nigerian used,157786,2000,petrol,automatic,1800000.0,
bmw,2000,nigerian used,262984,30,petrol,automatic,1260000.0,
audi,2011,nigerian used,50930,2000,petrol,manual,3360000.0,
infiniti,2001,nigerian used,339881,3500,petrol,automatic,1352000.0,
peugeot,2002,nigerian used,22930,2000,petrol,automatic,1470000.0,
toyota,2003,nigerian used,299999,1800,petrol,automatic,1785000.0,
toyota,2005,foreign used,90741,1800,petrol,automatic,2625000.0,
toyota,2007,nigerian used,81317,3500,petrol,automatic,3375000.0,
toyota,2002,nigerian used,261978,3000,petrol,automatic,2025000.0,SUV
toyota,2002,nigerian used,294045,2400,petrol,automatic,1352000.0,
lexus,2006,nigerian used,466356,2500,petrol,automatic,2835000.0,
toyota,2005,foreign used,236042,2000,petrol,automatic,3675000.0,
toyota,2008,nigerian used,43836,2500,petrol,automatic,3034000.0,
toyota,2007,nigerian used,174458,2400,petrol,automatic,2808000.0,
nissan,1999,foreign used,223712,1000,petrol,automatic,1050000.0,
mercedes-benz,2006,nigerian used,208116,3500,petrol,automatic,1155000.0,
toyota,2005,nigerian used,185120,3000,petrol,automatic,1365000.0,
volkswagen,2010,nigerian used,184724,2500,petrol,automatic,1050000.0,
honda,2008,nigerian used,290798,2400,petrol,automatic,1470000.0,
audi,2002,foreign used,188315,2000,petrol,automatic,2310000.0,
toyota,2005,nigerian used,156336,2000,petrol,automatic,1365000.0,
kia,2013,nigerian used,135005,1400,petrol,automatic,1355000.0,
ford,2011,foreign used,113188,3500,petrol,automatic,4162500.0,SUV
infiniti,2001,nigerian used,339881,3500,petrol,automatic,1352000.0,
bmw,2001,nigerian used,225431,2200,petrol,automatic,1260000.0,
mercedes-benz,2006,nigerian used,208116,3500,petrol,automatic,1155000.0,
mercedes-benz,2006,nigerian used,531146,2500,petrol,automatic,1575000.0,
honda,2009,nigerian used,432233,1600,petrol,automatic,1664000.0,
honda,2004,nigerian used,130726,2500,petrol,automatic,1102500.0,
kia,2011,nigerian used,24798,3800,petrol,automatic,4200000.0,SUV
honda,2004,nigerian used,169293,3500,petrol,automatic,1768000.0,
toyota,2009,nigerian used,187196,2400,hybrid,automatic,1785000.0,
toyota,2005,nigerian used,180634,1500,petrol,automatic,1155000.0,
mazda,2006,nigerian used,170765,2300,petrol,automatic,1680000.0,
honda,2003,nigerian used,187707,2400,petrol,automatic,1352000.0,
lexus,2004,nigerian used,208646,3300,petrol,automatic,3848000.0,
honda,2005,foreign used,225593,2400,petrol,automatic,1417500.0,
mercedes-benz,2005,nigerian used,352743,1800,petrol,automatic,1160000.0,
mercedes-benz,2006,nigerian used,531146,2500,petrol,automatic,1575000.0,
toyota,2005,nigerian used,156336,2000,petrol,automatic,1365000.0,
volkswagen,2006,nigerian used,218310,2500,petrol,automatic,1057500.0,
honda,2003,nigerian used,224187,3000,petrol,automatic,1050000.0,
honda,2004,nigerian used,222629,2500,petrol,automatic,1155000.0,
toyota,2002,nigerian used,163777,3000,petrol,automatic,1250000.0,
honda,2008,nigerian used,157477,1800,petrol,automatic,1664000.0,
honda,2009,nigerian used,432233,1600,petrol,automatic,1664000.0,
nissan,2003,foreign used,148224,1800,petrol,manual,1055000.0,
suzuki,2008,nigerian used,1,2500,petrol,manual,4000000.0,
toyota,2000,nigerian used,39807,2200,petrol,automatic,1352000.0,
lexus,2006,nigerian used,63728,3,hybrid,automatic,3952000.0,SUV
mazda,2006,nigerian used,170765,2300,petrol,automatic,1680000.0,
toyota,2007,nigerian used,120352,2500,petrol,automatic,1050000.0,
toyota,2008,foreign used,161352,2500,petrol,automatic,3465000.0,
toyota,2004,nigerian used,52982,4700,petrol,automatic,2808000.0,SUV
toyota,2005,nigerian used,180634,1500,petrol,automatic,1155000.0,
toyota,2007,nigerian used,245616,1800,petrol,manual,1207500.0,
mercedes-benz,2000,nigerian used,170843,35,petrol,automatic,1050000.0,
toyota,2005,nigerian used,149839,1800,petrol,automatic,2475000.0,
honda,2013,nigerian used,186595,1500,petrol,automatic,3360000.0,
ford,2010,foreign used,388488,5400,petrol,automatic,7800000.0,
bmw,2001,nigerian used,225431,2200,petrol,automatic,1260000.0,
toyota,2008,nigerian used,65817,2500,petrol,automatic,5050000.0,
suzuki,2009,nigerian used,113587,2000,petrol,automatic,2100000.0,SUV
toyota,2006,foreign used,409066,2400,petrol,automatic,2730000.0,
peugeot,2004,foreign used,99999,1600,electric,automatic,1627500.0,
volvo,2005,foreign used,297589,3000,petrol,automatic,1260000.0,SUV
toyota,1999,nigerian used,234150,3000,petrol,automatic,1155000.0,
kia,2018,nigerian used,15598,1800,petrol,automatic,4200000.0,
toyota,2004,nigerian used,52982,4700,petrol,automatic,2808000.0,SUV
mercedes-benz,2008,nigerian used,215674,2500,petrol,automatic,1018000.0,
honda,2005,nigerian used,404816,2400,petrol,automatic,1050000.0,
toyota,2008,nigerian used,161352,2500,petrol,automatic,19000000.0,
mercedes-benz,2007,foreign used,249549,3500,petrol,automatic,4500000.0,
toyota,2006,foreign used,409066,2400,petrol,automatic,2730000.0,
suzuki,2009,nigerian used,113587,2000,petrol,automatic,2100000.0,SUV
honda,2012,nigerian used,180989,16000,petrol,automatic,2415000.0,
toyota,2009,foreign used,121871,2400,petrol,automatic,5062500.0,
toyota,2010,nigerian used,360974,2400,petrol,automatic,1995000.0,
toyota,2009,foreign used,90852,2400,petrol,automatic,4500000.0,
ford,2010,foreign used,388488,5400,petrol,automatic,7800000.0,
ford,2012,foreign used,172743,33,petrol,automatic,5460000.0,SUV
nissan,2012,nigerian used,199155,2500,petrol,automatic,1260000.0,SUV
toyota,2012,nigerian used,143438,1600,petrol,manual,2625000.0,
volvo,2008,nigerian used,56968,2500,petrol,automatic,7850000.0,
toyota,2000,nigerian used,207581,1400,petrol,automatic,1047500.0,
toyota,2001,nigerian used,327298,2200,petrol,automatic,1050000.0,
toyota,2008,nigerian used,65817,2500,petrol,automatic,5050000.0,
lexus,2001,nigerian used,198044,3000,petrol,automatic,1365000.0,SUV
toyota,2003,nigerian used,296443,1800,petrol,automatic,1312500.0,
honda,2006,nigerian used,202078,3000,petrol,automatic,1018500.0,
toyota,2008,nigerian used,18462,2500,petrol,automatic,5274000.0,
toyota,2004,nigerian used,208160,2400,petrol,automatic,1155000.0,
toyota,2008,nigerian used,10251,2500,petrol,automatic,14570000.0,
toyota,2005,nigerian used,149839,1800,petrol,automatic,2475000.0,
toyota,2004,nigerian used,219124,1800,petrol,automatic,2080000.0,
toyota,2008,nigerian used,10251,2500,petrol,automatic,14570000.0,
hyundai,2010,nigerian used,103739,1600,petrol,manual,1155000.0,
honda,2004,nigerian used,177588,3500,petrol,automatic,1872000.0,SUV
toyota,2001,foreign used,111027,3000,petrol,automatic,3600000.0,SUV
toyota,2002,nigerian used,161352,1800,petrol,automatic,2100000.0,
honda,2012,nigerian used,180989,16000,petrol,automatic,2415000.0,
toyota,2010,nigerian used,360974,2400,petrol,automatic,1995000.0,
toyota,2008,nigerian used,16986,2500,petrol,automatic,20170000.0,
volvo,2008,foreign used,12074,3200,petrol,automatic,3432000.0,SUV
ford,2009,foreign used,179134,35,petrol,automatic,4837500.0,SUV
toyota,2007,nigerian used,213548,3500,petrol,automatic,3328000.0,SUV
toyota,1999,nigerian used,318617,2200,petrol,automatic,1040000.0,
honda,2009,nigerian used,189309,3500,petrol,automatic,1365000.0,
toyota,2009,foreign used,210673,1800,petrol,automatic,4275000.0,
lexus,2001,nigerian used,198044,3000,petrol,automatic,1365000.0,SUV
toyota,2008,nigerian used,233560,2500,petrol,automatic,2810000.0,
ford,2010,nigerian used,137993,18,petrol,automatic,1260000.0,
volvo,2008,foreign used,12074,3200,petrol,automatic,3432000.0,SUV
toyota,2002,nigerian used,161352,1800,petrol,automatic,2100000.0,
toyota,2010,nigerian used,203870,2500,petrol,automatic,3640000.0,
mercedes-benz,2016,nigerian used,41668,2000,petrol,automatic,10012500.0,
honda,2003,nigerian used,229437,2400,petrol,automatic,1404000.0,
hyundai,2009,nigerian used,142520,1600,petrol,automatic,1365000.0,
honda,2004,nigerian used,177588,3500,petrol,automatic,1872000.0,SUV
lexus,2004,nigerian used,360191,3300,petrol,automatic,2475000.0,
toyota,2007,foreign used,227184,1500,petrol,automatic,2625000.0,
honda,2014,nigerian used,24935,1800,petrol,automatic,4725000.0,
honda,2008,nigerian used,156271,1300,petrol,manual,1050000.0,
toyota,2007,nigerian used,174956,1500,petrol,manual,1365000.0,
toyota,2008,nigerian used,59399,1800,petrol,manual,1872000.0,
toyota,2009,nigerian used,137186,1800,petrol,manual,1575000.0,
toyota,2001,foreign used,111027,3000,petrol,automatic,3600000.0,SUV
honda,2005,nigerian used,131992,3000,petrol,automatic,1050000.0,
toyota,1999,nigerian used,318617,2200,petrol,automatic,1040000.0,
honda,2008,nigerian used,370928,2400,petrol,automatic,1155000.0,
honda,2007,nigerian used,66823,1800,petrol,automatic,1768000.0,
hyundai,2009,nigerian used,164565,1600,petrol,manual,1155000.0,
honda,2002,foreign used,137775,1700,petrol,automatic,1470000.0,
mercedes-benz,2005,nigerian used,167169,2400,petrol,automatic,1470000.0,
honda,2006,nigerian used,168907,1800,petrol,automatic,1365000.0,
honda,2010,nigerian used,252463,1800,petrol,automatic,1575000.0,
honda,2006,nigerian used,78511,18,petrol,automatic,1664000.0,
honda,2008,foreign used,136143,1800,petrol,automatic,2520000.0,
honda,2008,nigerian used,178425,1800,petrol,automatic,1456000.0,
toyota,2003,foreign used,162691,1800,petrol,automatic,2704000.0,
lexus,2007,nigerian used,78470,3500,petrol,automatic,5287500.0,
toyota,2006,nigerian used,169259,1800,petrol,automatic,1365000.0,
toyota,2008,nigerian used,59399,1800,petrol,manual,1872000.0,
lexus,2014,nigerian used,53558,3500,petrol,automatic,8400000.0,SUV
toyota,2005,nigerian used,195268,1800,petrol,automatic,1365000.0,
toyota,2007,nigerian used,174956,1500,petrol,manual,1365000.0,
toyota,2014,nigerian used,308916,1300,petrol,automatic,4200000.0,
opel,2002,nigerian used,245314,1400,petrol,manual,1260000.0,
ford,2010,nigerian used,137993,18,petrol,automatic,1260000.0,
audi,2009,foreign used,259300,2000,petrol,automatic,3150000.0,
honda,2006,nigerian used,168907,1800,petrol,automatic,1365000.0,
honda,2005,nigerian used,131992,3000,petrol,automatic,1050000.0,
toyota,2005,nigerian used,217805,2400,petrol,automatic,1260000.0,SUV
volkswagen,2013,foreign used,131549,2500,petrol,automatic,5880000.0,
lexus,2007,nigerian used,174458,3000,petrol,automatic,2625000.0,
honda,2002,foreign used,137775,1700,petrol,automatic,1470000.0,
honda,2006,nigerian used,78511,18,petrol,automatic,1664000.0,
honda,2006,foreign used,171225,1300,hybrid,automatic,2704000.0,
toyota,2004,nigerian used,70990,1800,petrol,automatic,2080000.0,
chevrolet,2003,foreign used,191555,2200,petrol,automatic,1575000.0,
toyota,2005,nigerian used,247930,3300,petrol,automatic,2250000.0,
toyota,2009,nigerian used,137186,1800,petrol,manual,1575000.0,
hyundai,2004,nigerian used,180368,3500,petrol,automatic,1260000.0,SUV
peugeot,2004,foreign used,104880,1400,petrol,manual,1560000.0,
lexus,2005,nigerian used,373268,3300,petrol,automatic,2404000.0,
toyota,2004,nigerian used,208160,2400,petrol,automatic,1155000.0,
toyota,2004,nigerian used,138916,1800,petrol,automatic,2250000.0,
peugeot,2004,foreign used,89405,14,petrol,automatic,2288000.0,
pontiac,2003,nigerian used,173521,1800,petrol,automatic,1800000.0,
honda,2008,nigerian used,178425,1800,petrol,automatic,1456000.0,
toyota,1999,nigerian used,317894,3000,petrol,automatic,2184000.0,
honda,2007,nigerian used,66823,1800,petrol,automatic,1768000.0,
honda,2008,nigerian used,435236,1800,petrol,automatic,2080000.0,
mazda,2006,nigerian used,198963,2000,petrol,automatic,1365000.0,
honda,2010,nigerian used,252463,1800,petrol,automatic,1575000.0,
toyota,1999,nigerian used,224736,2000,petrol,automatic,1050000.0,
honda,2003,foreign used,278048,2000,petrol,automatic,2047500.0,
toyota,2008,nigerian used,125482,2500,petrol,automatic,2250000.0,
honda,2011,nigerian used,167793,3500,petrol,automatic,3952000.0,
honda,2006,nigerian used,175820,1800,petrol,automatic,8840000.0,
peugeot,2008,nigerian used,255420,2500,petrol,manual,1074000.0,
toyota,2004,nigerian used,482800,1800,petrol,automatic,1365000.0,
honda,2008,nigerian used,218853,1500,petrol,automatic,1250000.0,
toyota,2003,nigerian used,355522,3000,petrol,automatic,1365000.0,
honda,2004,nigerian used,198184,3500,petrol,automatic,1872000.0,SUV
toyota,2007,nigerian used,85851,1500,petrol,automatic,1365000.0,
toyota,2008,nigerian used,125482,2500,petrol,automatic,2250000.0,
honda,2006,nigerian used,407637,1800,petrol,automatic,1560000.0,
toyota,2005,nigerian used,247930,3300,petrol,automatic,2250000.0,
volkswagen,2000,foreign used,238149,1800,petrol,manual,1680000.0,
toyota,2004,nigerian used,138916,1800,petrol,automatic,2250000.0,
honda,2006,nigerian used,137745,16,petrol,automatic,1470000.0,
honda,2011,nigerian used,167793,3500,petrol,automatic,3952000.0,
pontiac,2003,nigerian used,173521,1800,petrol,automatic,1800000.0,
volkswagen,2003,foreign used,275690,1600,petrol,automatic,2415000.0,
volkswagen,1998,nigerian used,206522,2000,petrol,automatic,1470000.0,
mercedes-benz,2005,nigerian used,155231,35,petrol,automatic,1050000.0,
hyundai,2004,nigerian used,180368,3500,petrol,automatic,1260000.0,SUV
volkswagen,1999,foreign used,300153,1600,petrol,manual,1575000.0,
volkswagen,2008,nigerian used,95243,2500,petrol,automatic,2586000.0,
volkswagen,1999,foreign used,300153,1600,petrol,manual,1575000.0,
toyota,2018,foreign used,159334,2500,petrol,automatic,13520000.0,
volkswagen,2008,nigerian used,95243,2500,petrol,automatic,2586000.0,
honda,2012,nigerian used,58920,2400,petrol,automatic,2512000.0,
honda,2006,nigerian used,309254,1800,petrol,manual,1312500.0,
toyota,2011,foreign used,380494,2400,petrol,automatic,3937500.0,
honda,2006,nigerian used,137745,16,petrol,automatic,1470000.0,
toyota,2007,nigerian used,156731,2400,petrol,automatic,2808000.0,
